SN,Commodity,Date,Unit,Minimum,Maximum,Average
43668,Onion Dry (Indian),2015-06-05,Kg,37,39,38
43733,Tomato Big(Nepali),2015-06-06,Kg,45,50,47.5
43735,Potato Red,2015-06-06,Kg,20,21,20.5
43737,Onion Dry (Indian),2015-06-06,Kg,39,41,40
43803,Tomato Big(Nepali),2015-06-07,Kg,38,40,39
43805,Potato Red,2015-06-07,Kg,20,22,21
43807,Onion Dry (Indian),2015-06-07,Kg,38,40,39
43873,Tomato Big(Nepali),2015-06-08,Kg,40,42,41
43875,Potato Red,2015-06-08,Kg,20,22,21
43877,Onion Dry (Indian),2015-06-08,Kg,40,42,41
43943,Tomato Big(Nepali),2015-06-09,Kg,38,40,39
43945,Potato Red,2015-06-09,Kg,20,22,21
43947,Onion Dry (Indian),2015-06-09,Kg,40,42,41
44012,Tomato Big(Nepali),2015-06-10,Kg,38,40,39
44014,Potato Red,2015-06-10,Kg,20,22,21
44016,Onion Dry (Indian),2015-06-10,Kg,40,42,41
44080,Tomato Big(Nepali),2015-06-11,Kg,38,40,39
44082,Potato Red,2015-06-11,Kg,20,22,21
44084,Onion Dry (Indian),2015-06-11,Kg,40,42,41
44149,Tomato Big(Nepali),2015-06-12,Kg,38,40,39
44151,Potato Red,2015-06-12,Kg,20,22,21
44153,Onion Dry (Indian),2015-06-12,Kg,40,42,41
44218,Tomato Big(Nepali),2015-06-13,Kg,38,45,41.5
44220,Potato Red,2015-06-13,Kg,20,23,21.5
44222,Onion Dry (Indian),2015-06-13,Kg,40,42,41
44288,Tomato Big(Nepali),2015-06-14,Kg,40,42,41
44290,Potato Red,2015-06-14,Kg,20,25,22.5
44292,Onion Dry (Indian),2015-06-14,Kg,40,42,41
44358,Tomato Big(Nepali),2015-06-15,Kg,38,42,40
44360,Potato Red,2015-06-15,Kg,20,22,21
44362,Onion Dry (Indian),2015-06-15,Kg,40,42,41
44427,Tomato Big(Nepali),2015-06-16,Kg,28,32,30
44429,Potato Red,2015-06-16,Kg,21,23,22
44431,Onion Dry (Indian),2015-06-16,Kg,41,44,42.5
44496,Tomato Big(Nepali),2015-06-17,Kg,45,50,47.5
44498,Potato Red,2015-06-17,Kg,20,22,21
44500,Onion Dry (Indian),2015-06-17,Kg,40,42,41
44566,Tomato Big(Nepali),2015-06-18,Kg,40,45,42.5
44568,Potato Red,2015-06-18,Kg,20,22,21
44570,Onion Dry (Indian),2015-06-18,Kg,40,42,41
44636,Tomato Big(Nepali),2015-06-19,Kg,40,45,42.5
44638,Potato Red,2015-06-19,Kg,21,23,22
44640,Onion Dry (Indian),2015-06-19,Kg,40,43,41.5
44706,Tomato Big(Nepali),2015-06-20,Kg,38,45,41.5
44708,Potato Red,2015-06-20,Kg,20,23,21.5
44710,Onion Dry (Indian),2015-06-20,Kg,40,44,42
44777,Tomato Big(Nepali),2015-06-21,Kg,38,42,40
44779,Potato Red,2015-06-21,Kg,20,22,21
44781,Onion Dry (Indian),2015-06-21,Kg,40,43,41.5
44847,Tomato Big(Nepali),2015-06-22,Kg,38,45,41.5
44849,Potato Red,2015-06-22,Kg,20,22,21
44851,Onion Dry (Indian),2015-06-22,Kg,40,43,41.5
44917,Tomato Big(Nepali),2015-06-23,Kg,40,45,42.5
44919,Potato Red,2015-06-23,Kg,20,22,21
44921,Onion Dry (Indian),2015-06-23,Kg,40,43,41.5
44985,Tomato Big(Nepali),2015-06-24,Kg,40,45,42.5
44987,Potato Red,2015-06-24,Kg,20,22,21
44989,Onion Dry (Indian),2015-06-24,Kg,41,43,42
45053,Tomato Big(Nepali),2015-06-25,Kg,40,48,44
45055,Potato Red,2015-06-25,Kg,20,22,21
45057,Onion Dry (Indian),2015-06-25,Kg,40,43,41.5
45121,Tomato Big(Nepali),2015-06-26,Kg,50,60,55
45123,Potato Red,2015-06-26,Kg,20,22,21
45125,Onion Dry (Indian),2015-06-26,Kg,41,43,42
45189,Tomato Big(Nepali),2015-06-27,Kg,50,60,55
45191,Potato Red,2015-06-27,Kg,21,23,22
45193,Onion Dry (Indian),2015-06-27,Kg,41,43,42
45258,Tomato Big(Nepali),2015-06-28,Kg,55,60,57.5
45260,Potato Red,2015-06-28,Kg,20,22,21
45262,Onion Dry (Indian),2015-06-28,Kg,41,43,42
45326,Tomato Big(Nepali),2015-06-29,Kg,50,60,55
45328,Potato Red,2015-06-29,Kg,20,22,21
45330,Onion Dry (Indian),2015-06-29,Kg,40,43,41.5
45394,Tomato Big(Nepali),2015-06-30,Kg,50,60,55
45396,Potato Red,2015-06-30,Kg,20,23,21.5
45398,Onion Dry (Indian),2015-06-30,Kg,41,43,42
45462,Tomato Big(Nepali),2015-07-01,Kg,50,60,55
45464,Potato Red,2015-07-01,Kg,22,24,23
45466,Onion Dry (Indian),2015-07-01,Kg,41,43,42
45531,Tomato Big(Nepali),2015-07-02,Kg,50,60,55
45533,Potato Red,2015-07-02,Kg,22,24,23
45535,Onion Dry (Indian),2015-07-02,Kg,40,42,41
45600,Tomato Big(Nepali),2015-07-03,Kg,50,60,55
45602,Potato Red,2015-07-03,Kg,21,23,22
45604,Onion Dry (Indian),2015-07-03,Kg,41,43,42
45669,Tomato Big(Nepali),2015-07-04,Kg,55,65,60
45671,Potato Red,2015-07-04,Kg,21,23,22
45672,Onion Dry (Indian),2015-07-04,Kg,41,43,42
45737,Tomato Big(Nepali),2015-07-05,Kg,50,60,55
45739,Potato Red,2015-07-05,Kg,21,23,22
45741,Onion Dry (Indian),2015-07-05,Kg,41,43,42
45806,Tomato Big(Nepali),2015-07-06,Kg,50,60,55
45808,Potato Red,2015-07-06,Kg,21,23,22
45810,Onion Dry (Indian),2015-07-06,Kg,41,43,42
45874,Tomato Big(Nepali),2015-07-07,Kg,50,60,55
45876,Potato Red,2015-07-07,Kg,21,23,22
45878,Onion Dry (Indian),2015-07-07,Kg,41,43,42
45942,Tomato Big(Nepali),2015-07-08,Kg,50,60,55
45944,Potato Red,2015-07-08,Kg,21,23,22
45946,Onion Dry (Indian),2015-07-08,Kg,41,43,42
46010,Tomato Big(Nepali),2015-07-09,Kg,50,60,55
46012,Potato Red,2015-07-09,Kg,21,23,22
46014,Onion Dry (Indian),2015-07-09,Kg,41,43,42
46079,Tomato Big(Nepali),2015-07-10,Kg,50,60,55
46081,Potato Red,2015-07-10,Kg,21,23,22
46083,Onion Dry (Indian),2015-07-10,Kg,41,43,42
46147,Tomato Big(Nepali),2015-07-11,Kg,50,60,55
46149,Potato Red,2015-07-11,Kg,19,23,21
46151,Onion Dry (Indian),2015-07-11,Kg,40,43,41.5
46215,Tomato Big(Nepali),2015-07-12,Kg,60,70,65
46217,Potato Red,2015-07-12,Kg,21,23,22
46219,Onion Dry (Indian),2015-07-12,Kg,41,43,42
46283,Tomato Big(Nepali),2015-07-13,Kg,60,70,65
46285,Potato Red,2015-07-13,Kg,21,23,22
46287,Onion Dry (Indian),2015-07-13,Kg,41,43,42
46350,Tomato Big(Nepali),2015-07-14,Kg,60,70,65
46352,Potato Red,2015-07-14,Kg,21,23,22
46354,Onion Dry (Indian),2015-07-14,Kg,41,43,42
46416,Tomato Big(Nepali),2015-07-15,Kg,50,60,55
46418,Potato Red,2015-07-15,Kg,21,23,22
46420,Onion Dry (Indian),2015-07-15,Kg,41,43,42
46483,Tomato Big(Nepali),2015-07-16,Kg,50,60,55
46485,Potato Red,2015-07-16,Kg,21,24,22.5
46487,Onion Dry (Indian),2015-07-16,Kg,41,45,43
46553,Tomato Big(Nepali),2015-07-17,Kg,50,60,55
46555,Potato Red,2015-07-17,Kg,22,25,23.5
46557,Onion Dry (Indian),2015-07-17,Kg,42,45,43.5
46623,Tomato Big(Nepali),2015-07-18,Kg,50,60,55
46625,Potato Red,2015-07-18,Kg,22,24,23
46627,Onion Dry (Indian),2015-07-18,Kg,42,47,44.5
46692,Tomato Big(Nepali),2015-07-19,Kg,50,60,55
46694,Potato Red,2015-07-19,Kg,22,25,23.5
46696,Onion Dry (Indian),2015-07-19,Kg,42,47,44.5
46762,Tomato Big(Nepali),2015-07-20,Kg,50,60,55
46764,Potato Red,2015-07-20,Kg,22,25,23.5
46766,Onion Dry (Indian),2015-07-20,Kg,42,45,43.5
46832,Tomato Big(Nepali),2015-07-21,Kg,60,70,65
46834,Potato Red,2015-07-21,Kg,30,40,35
46836,Onion Dry (Indian),2015-07-21,Kg,50,60,55
46900,Tomato Big(Nepali),2015-07-22,Kg,50,60,55
46902,Potato Red,2015-07-22,Kg,23,25,24
46904,Onion Dry (Indian),2015-07-22,Kg,45,50,47.5
46970,Tomato Big(Nepali),2015-07-23,Kg,50,60,55
46972,Potato Red,2015-07-23,Kg,23,25,24
46974,Onion Dry (Indian),2015-07-23,Kg,45,50,47.5
47040,Tomato Big(Nepali),2015-07-24,Kg,50,60,55
47042,Potato Red,2015-07-24,Kg,23,25,24
47044,Onion Dry (Indian),2015-07-24,Kg,45,50,47.5
47111,Tomato Big(Nepali),2015-07-25,Kg,55,65,60
47113,Potato Red,2015-07-25,Kg,23,25,24
47115,Onion Dry (Indian),2015-07-25,Kg,52,55,53.5
47180,Tomato Big(Nepali),2015-07-26,Kg,50,60,55
47182,Potato Red,2015-07-26,Kg,23,25,24
47184,Onion Dry (Indian),2015-07-26,Kg,50,55,52.5
47251,Tomato Big(Nepali),2015-07-27,Kg,40,50,45
47253,Potato Red,2015-07-27,Kg,23,25,24
47255,Onion Dry (Indian),2015-07-27,Kg,54,56,55
47321,Tomato Big(Nepali),2015-07-28,Kg,40,50,45
47323,Potato Red,2015-07-28,Kg,23,25,24
47325,Onion Dry (Indian),2015-07-28,Kg,55,60,57.5
47391,Tomato Big(Nepali),2015-07-29,Kg,45,55,50
47393,Potato Red,2015-07-29,Kg,23,25,24
47395,Onion Dry (Indian),2015-07-29,Kg,60,65,62.5
47461,Tomato Big(Nepali),2015-07-30,Kg,45,55,50
47463,Potato Red,2015-07-30,Kg,24,26,25
47465,Onion Dry (Indian),2015-07-30,Kg,65,70,67.5
47530,Tomato Big(Nepali),2015-07-31,Kg,45,55,50
47532,Potato Red,2015-07-31,Kg,23,26,24.5
47534,Onion Dry (Indian),2015-07-31,Kg,65,70,67.5
47600,Tomato Big(Nepali),2015-08-01,Kg,48,55,51.5
47602,Potato Red,2015-08-01,Kg,23,26,24.5
47604,Onion Dry (Indian),2015-08-01,Kg,65,68,66.5
47671,Tomato Big(Nepali),2015-08-02,Kg,50,60,55
47673,Potato Red,2015-08-02,Kg,24,26,25
47675,Onion Dry (Indian),2015-08-02,Kg,60,65,62.5
47742,Tomato Big(Nepali),2015-08-03,Kg,50,60,55
47744,Potato Red,2015-08-03,Kg,24,26,25
47746,Onion Dry (Indian),2015-08-03,Kg,65,70,67.5
47813,Tomato Big(Nepali),2015-08-04,Kg,50,60,55
47815,Potato Red,2015-08-04,Kg,24,26,25
47817,Onion Dry (Indian),2015-08-04,Kg,65,70,67.5
47884,Tomato Big(Nepali),2015-08-05,Kg,50,60,55
47886,Potato Red,2015-08-05,Kg,24,26,25
47888,Onion Dry (Indian),2015-08-05,Kg,60,70,65
47955,Tomato Big(Nepali),2015-08-06,Kg,40,50,45
47957,Potato Red,2015-08-06,Kg,24,26,25
47959,Onion Dry (Indian),2015-08-06,Kg,65,70,67.5
48025,Tomato Big(Nepali),2015-08-07,Kg,40,50,45
48027,Potato Red,2015-08-07,Kg,24,26,25
48029,Onion Dry (Indian),2015-08-07,Kg,68,70,69
48094,Tomato Big(Nepali),2015-08-08,Kg,48,55,51.5
48096,Potato Red,2015-08-08,Kg,20,28,24
48098,Onion Dry (Indian),2015-08-08,Kg,70,72,71
48164,Tomato Big(Nepali),2015-08-09,Kg,50,60,55
48166,Potato Red,2015-08-09,Kg,26,28,27
48168,Onion Dry (Indian),2015-08-09,Kg,68,70,69
48234,Tomato Big(Nepali),2015-08-10,Kg,40,50,45
48236,Potato Red,2015-08-10,Kg,27,29,28
48238,Onion Dry (Indian),2015-08-10,Kg,68,70,69
48305,Tomato Big(Nepali),2015-08-11,Kg,40,50,45
48307,Potato Red,2015-08-11,Kg,27,29,28
48309,Onion Dry (Indian),2015-08-11,Kg,66,68,67
48375,Tomato Big(Nepali),2015-08-12,Kg,40,50,45
48377,Potato Red,2015-08-12,Kg,27,29,28
48379,Onion Dry (Indian),2015-08-12,Kg,66,68,67
48446,Tomato Big(Nepali),2015-08-13,Kg,40,50,45
48448,Potato Red,2015-08-13,Kg,28,30,29
48450,Onion Dry (Indian),2015-08-13,Kg,68,70,69
48517,Tomato Big(Nepali),2015-08-14,Kg,40,45,42.5
48519,Potato Red,2015-08-14,Kg,20,30,25
48521,Onion Dry (Indian),2015-08-14,Kg,68,70,69
48587,Tomato Big(Nepali),2015-08-15,Kg,35,44,39.5
48589,Potato Red,2015-08-15,Kg,25,30,27.5
48591,Onion Dry (Indian),2015-08-15,Kg,70,75,72.5
48657,Tomato Big(Nepali),2015-08-16,Kg,35,45,40
48659,Potato Red,2015-08-16,Kg,27,30,28.5
48661,Onion Dry (Indian),2015-08-16,Kg,70,75,72.5
48728,Tomato Big(Nepali),2015-08-17,Kg,35,40,37.5
48730,Potato Red,2015-08-17,Kg,27,30,28.5
48732,Onion Dry (Indian),2015-08-17,Kg,70,75,72.5
48799,Tomato Big(Nepali),2015-08-18,Kg,35,40,37.5
48801,Potato Red,2015-08-18,Kg,27,30,28.5
48803,Onion Dry (Indian),2015-08-18,Kg,75,80,77.5
48869,Tomato Big(Nepali),2015-08-19,Kg,35,40,37.5
48871,Potato Red,2015-08-19,Kg,30,32,31
48873,Onion Dry (Indian),2015-08-19,Kg,88,90,89
48940,Tomato Big(Nepali),2015-08-20,Kg,35,40,37.5
48942,Potato Red,2015-08-20,Kg,30,32,31
48944,Onion Dry (Indian),2015-08-20,Kg,88,90,89
49011,Tomato Big(Nepali),2015-08-21,Kg,40,45,42.5
49013,Potato Red,2015-08-21,Kg,30,32,31
49015,Onion Dry (Indian),2015-08-21,Kg,95,100,97.5
49082,Tomato Big(Nepali),2015-08-22,Kg,35,45,40
49084,Potato Red,2015-08-22,Kg,29,33,31
49086,Onion Dry (Indian),2015-08-22,Kg,100,105,102.5
49151,Tomato Big(Nepali),2015-08-23,Kg,40,50,45
49153,Potato Red,2015-08-23,Kg,30,32,31
49155,Onion Dry (Indian),2015-08-23,Kg,105,110,107.5
49222,Tomato Big(Nepali),2015-08-24,Kg,40,50,45
49224,Potato Red,2015-08-24,Kg,31,34,32.5
49226,Onion Dry (Indian),2015-08-24,Kg,105,110,107.5
49293,Tomato Big(Nepali),2015-08-25,Kg,35,40,37.5
49295,Potato Red,2015-08-25,Kg,31,34,32.5
49297,Onion Dry (Indian),2015-08-25,Kg,105,110,107.5
49363,Tomato Big(Nepali),2015-08-26,Kg,40,45,42.5
49365,Potato Red,2015-08-26,Kg,33,35,34
49367,Onion Dry (Indian),2015-08-26,Kg,105,110,107.5
49433,Tomato Big(Nepali),2015-08-27,Kg,40,50,45
49435,Potato Red,2015-08-27,Kg,33,35,34
49437,Onion Dry (Indian),2015-08-27,Kg,105,110,107.5
49503,Tomato Big(Nepali),2015-08-28,Kg,40,45,42.5
49505,Potato Red,2015-08-28,Kg,30,35,32.5
49507,Onion Dry (Indian),2015-08-28,Kg,105,110,107.5
49570,Tomato Big(Nepali),2015-08-29,Kg,40,42,41
49572,Potato Red,2015-08-29,Kg,24,26,25
49574,Onion Dry (Indian),2015-08-29,Kg,105,110,107.5
49640,Tomato Big(Nepali),2015-08-30,Kg,40,44,42
49642,Potato Red,2015-08-30,Kg,26,28,27
49644,Onion Dry (Indian),2015-08-30,Kg,105,108,106.5
49707,Tomato Big(Nepali),2015-08-31,Kg,40,43,41.5
49709,Potato Red,2015-08-31,Kg,34,36,35
49711,Onion Dry (Indian),2015-08-31,Kg,105,108,106.5
49772,Tomato Big(Nepali),2015-09-01,Kg,35,40,37.5
49774,Potato Red,2015-09-01,Kg,34,36,35
49776,Onion Dry (Indian),2015-09-01,Kg,100,105,102.5
49839,Tomato Big(Nepali),2015-09-02,Kg,35,40,37.5
49841,Potato Red,2015-09-02,Kg,34,36,35
49843,Onion Dry (Indian),2015-09-02,Kg,100,105,102.5
49905,Tomato Big(Nepali),2015-09-03,Kg,35,40,37.5
49907,Potato Red,2015-09-03,Kg,26,35,30.5
49909,Onion Dry (Indian),2015-09-03,Kg,100,103,101.5
49973,Tomato Big(Nepali),2015-09-04,Kg,35,40,37.5
49975,Potato Red,2015-09-04,Kg,28,35,31.5
49977,Onion Dry (Indian),2015-09-04,Kg,100,103,101.5
50041,Tomato Big(Nepali),2015-09-05,Kg,30,40,35
50043,Potato Red,2015-09-05,Kg,28,35,31.5
50045,Onion Dry (Indian),2015-09-05,Kg,98,100,99
50109,Tomato Big(Nepali),2015-09-06,Kg,30,35,32.5
50111,Potato Red,2015-09-06,Kg,20,35,27.5
50113,Onion Dry (Indian),2015-09-06,Kg,95,98,96.5
50177,Tomato Big(Nepali),2015-09-07,Kg,30,35,32.5
50179,Potato Red,2015-09-07,Kg,28,35,31.5
50181,Onion Dry (Indian),2015-09-07,Kg,95,98,96.5
50244,Tomato Big(Nepali),2015-09-08,Kg,30,35,32.5
50246,Potato Red,2015-09-08,Kg,28,35,31.5
50248,Onion Dry (Indian),2015-09-08,Kg,95,98,96.5
50312,Tomato Big(Nepali),2015-09-09,Kg,28,30,29
50314,Potato Red,2015-09-09,Kg,28,35,31.5
50316,Onion Dry (Indian),2015-09-09,Kg,95,100,97.5
50381,Tomato Big(Nepali),2015-09-10,Kg,28,30,29
50383,Potato Red,2015-09-10,Kg,28,35,31.5
50385,Onion Dry (Indian),2015-09-10,Kg,98,100,99
50450,Tomato Big(Nepali),2015-09-11,Kg,25,30,27.5
50452,Potato Red,2015-09-11,Kg,28,35,31.5
50454,Onion Dry (Indian),2015-09-11,Kg,98,100,99
50520,Tomato Big(Nepali),2015-09-12,Kg,22,30,26
50522,Potato Red,2015-09-12,Kg,29,36,32.5
50524,Onion Dry (Indian),2015-09-12,Kg,98,101,99.5
50589,Tomato Big(Nepali),2015-09-13,Kg,30,40,35
50591,Potato Red,2015-09-13,Kg,28,36,32
50593,Onion Dry (Indian),2015-09-13,Kg,98,100,99
50659,Tomato Big(Nepali),2015-09-14,Kg,35,40,37.5
50661,Potato Red,2015-09-14,Kg,28,36,32
50663,Onion Dry (Indian),2015-09-14,Kg,98,100,99
50729,Tomato Big(Nepali),2015-09-15,Kg,35,40,37.5
50731,Potato Red,2015-09-15,Kg,28,36,32
50733,Onion Dry (Indian),2015-09-15,Kg,98,100,99
50798,Tomato Big(Nepali),2015-09-16,Kg,30,40,35
50800,Potato Red,2015-09-16,Kg,28,36,32
50802,Onion Dry (Indian),2015-09-16,Kg,98,100,99
50867,Tomato Big(Nepali),2015-09-17,Kg,30,35,32.5
50869,Potato Red,2015-09-17,Kg,28,35,31.5
50871,Onion Dry (Indian),2015-09-17,Kg,98,100,99
50935,Tomato Big(Nepali),2015-09-18,Kg,30,35,32.5
50937,Potato Red,2015-09-18,Kg,28,35,31.5
50939,Onion Dry (Indian),2015-09-18,Kg,98,100,99
51004,Tomato Big(Nepali),2015-09-19,Kg,28,32,30
51006,Potato Red,2015-09-19,Kg,28,35,31.5
51008,Onion Dry (Indian),2015-09-19,Kg,94,98,96
51074,Tomato Big(Nepali),2015-09-20,Kg,28,35,31.5
51076,Potato Red,2015-09-20,Kg,28,35,31.5
51078,Onion Dry (Indian),2015-09-20,Kg,94,96,95
51143,Tomato Big(Nepali),2015-09-21,Kg,28,35,31.5
51145,Potato Red,2015-09-21,Kg,28,35,31.5
51147,Onion Dry (Indian),2015-09-21,Kg,94,96,95
51212,Tomato Big(Nepali),2015-09-22,Kg,30,35,32.5
51214,Potato Red,2015-09-22,Kg,28,35,31.5
51216,Onion Dry (Indian),2015-09-22,Kg,94,96,95
51281,Tomato Big(Nepali),2015-09-23,Kg,35,40,37.5
51283,Potato Red,2015-09-23,Kg,28,35,31.5
51285,Onion Dry (Indian),2015-09-23,Kg,93,95,94
51351,Tomato Big(Nepali),2015-09-24,Kg,35,40,37.5
51353,Potato Red,2015-09-24,Kg,28,35,31.5
51355,Onion Dry (Indian),2015-09-24,Kg,92,94,93
51423,Tomato Big(Nepali),2015-09-25,Kg,30,40,35
51425,Potato Red,2015-09-25,Kg,28,35,31.5
51427,Onion Dry (Indian),2015-09-25,Kg,94,96,95
51494,Tomato Big(Nepali),2015-09-26,Kg,30,40,35
51496,Potato Red,2015-09-26,Kg,35,42,38.5
51498,Onion Dry (Indian),2015-09-26,Kg,90,115,102.5
51564,Tomato Big(Nepali),2015-09-27,Kg,35,40,37.5
51566,Potato Red,2015-09-27,Kg,40,42,41
51568,Onion Dry (Indian),2015-09-27,Kg,100,105,102.5
51635,Tomato Big(Nepali),2015-09-28,Kg,35,40,37.5
51637,Potato Red,2015-09-28,Kg,35,42,38.5
51639,Onion Dry (Indian),2015-09-28,Kg,140,145,142.5
51706,Tomato Big(Nepali),2015-09-29,Kg,50,55,52.5
51708,Potato Red,2015-09-29,Kg,35,40,37.5
51710,Onion Dry (Indian),2015-09-29,Kg,108,110,109
51776,Tomato Big(Nepali),2015-09-30,Kg,60,65,62.5
51778,Potato Red,2015-09-30,Kg,35,40,37.5
51780,Onion Dry (Indian),2015-09-30,Kg,128,130,129
51844,Tomato Big(Nepali),2015-10-01,Kg,55,60,57.5
51846,Potato Red,2015-10-01,Kg,35,40,37.5
51848,Onion Dry (Indian),2015-10-01,Kg,125,130,127.5
51912,Tomato Big(Nepali),2015-10-02,Kg,55,60,57.5
51914,Potato Red,2015-10-02,Kg,35,40,37.5
51916,Onion Dry (Indian),2015-10-02,Kg,120,125,122.5
51982,Tomato Big(Nepali),2015-10-03,Kg,45,55,50
51984,Potato Red,2015-10-03,Kg,35,40,37.5
51986,Onion Dry (Indian),2015-10-03,Kg,100,110,105
52054,Tomato Big(Nepali),2015-10-04,Kg,50,55,52.5
52056,Potato Red,2015-10-04,Kg,35,40,37.5
52058,Onion Dry (Indian),2015-10-04,Kg,100,105,102.5
52124,Tomato Big(Nepali),2015-10-05,Kg,45,50,47.5
52126,Potato Red,2015-10-05,Kg,35,40,37.5
52128,Onion Dry (Indian),2015-10-05,Kg,100,105,102.5
52194,Tomato Big(Nepali),2015-10-06,Kg,35,40,37.5
52196,Potato Red,2015-10-06,Kg,35,40,37.5
52198,Onion Dry (Indian),2015-10-06,Kg,125,130,127.5
52263,Tomato Big(Nepali),2015-10-07,Kg,35,40,37.5
52265,Potato Red,2015-10-07,Kg,35,40,37.5
52267,Onion Dry (Indian),2015-10-07,Kg,128,130,129
52331,Tomato Big(Nepali),2015-10-08,Kg,35,40,37.5
52333,Potato Red,2015-10-08,Kg,35,40,37.5
52335,Onion Dry (Indian),2015-10-08,Kg,128,130,129
52399,Tomato Big(Nepali),2015-10-09,Kg,35,40,37.5
52401,Potato Red,2015-10-09,Kg,35,40,37.5
52403,Onion Dry (Indian),2015-10-09,Kg,120,130,125
52467,Tomato Big(Nepali),2015-10-10,Kg,35,42,38.5
52469,Potato Red,2015-10-10,Kg,37,42,39.5
52471,Onion Dry (Indian),2015-10-10,Kg,120,125,122.5
52536,Tomato Big(Nepali),2015-10-11,Kg,40,50,45
52538,Potato Red,2015-10-11,Kg,35,40,37.5
52540,Onion Dry (Indian),2015-10-11,Kg,120,125,122.5
52604,Tomato Big(Nepali),2015-10-12,Kg,40,50,45
52606,Potato Red,2015-10-12,Kg,35,42,38.5
52608,Onion Dry (Indian),2015-10-12,Kg,125,130,127.5
52670,Tomato Big(Nepali),2015-10-13,Kg,40,50,45
52672,Potato Red,2015-10-13,Kg,35,40,37.5
52674,Onion Dry (Indian),2015-10-13,Kg,125,130,127.5
52735,Tomato Big(Nepali),2015-10-14,Kg,45,50,47.5
52737,Potato Red,2015-10-14,Kg,35,42,38.5
52739,Onion Dry (Indian),2015-10-14,Kg,100,105,102.5
52804,Tomato Big(Nepali),2015-10-15,Kg,50,60,55
52806,Potato Red,2015-10-15,Kg,35,42,38.5
52808,Onion Dry (Indian),2015-10-15,Kg,90,100,95
52872,Tomato Big(Nepali),2015-10-16,Kg,40,50,45
52874,Potato Red,2015-10-16,Kg,35,40,37.5
52876,Onion Dry (Indian),2015-10-16,Kg,90,95,92.5
52941,Tomato Big(Nepali),2015-10-17,Kg,40,50,45
52943,Potato Red,2015-10-17,Kg,34,38,36
52945,Onion Dry (Indian),2015-10-17,Kg,80,90,85
53014,Tomato Big(Nepali),2015-10-18,Kg,40,50,45
53016,Potato Red,2015-10-18,Kg,35,38,36.5
53018,Onion Dry (Indian),2015-10-18,Kg,70,80,75
53082,Tomato Big(Nepali),2015-10-19,Kg,40,50,45
53084,Potato Red,2015-10-19,Kg,35,38,36.5
53086,Onion Dry (Indian),2015-10-19,Kg,70,75,72.5
53150,Tomato Big(Nepali),2015-10-20,Kg,40,50,45
53152,Potato Red,2015-10-20,Kg,30,40,35
53154,Onion Dry (Indian),2015-10-20,Kg,60,70,65
53218,Tomato Big(Nepali),2015-10-21,Kg,40,50,45
53220,Potato Red,2015-10-21,Kg,30,40,35
53222,Onion Dry (Indian),2015-10-21,Kg,60,70,65
53281,Tomato Big(Nepali),2015-10-22,Kg,40,50,45
53283,Potato Red,2015-10-22,Kg,30,40,35
53285,Onion Dry (Indian),2015-10-22,Kg,60,70,65
53343,Tomato Big(Nepali),2015-10-23,Kg,40,50,45
53345,Potato Red,2015-10-23,Kg,30,40,35
53347,Onion Dry (Indian),2015-10-23,Kg,60,70,65
53406,Tomato Big(Nepali),2015-10-24,Kg,40,50,45
53408,Potato Red,2015-10-24,Kg,30,40,35
53410,Onion Dry (Indian),2015-10-24,Kg,60,70,65
53471,Tomato Big(Nepali),2015-10-25,Kg,40,50,45
53473,Potato Red,2015-10-25,Kg,30,40,35
53475,Onion Dry (Indian),2015-10-25,Kg,60,70,65
53535,Tomato Big(Nepali),2015-10-26,Kg,35,40,37.5
53537,Potato Red,2015-10-26,Kg,35,40,37.5
53539,Onion Dry (Indian),2015-10-26,Kg,65,70,67.5
53598,Tomato Big(Nepali),2015-10-27,Kg,30,40,35
53600,Potato Red,2015-10-27,Kg,30,40,35
53602,Onion Dry (Indian),2015-10-27,Kg,60,70,65
53666,Tomato Big(Nepali),2015-10-28,Kg,30,40,35
53668,Potato Red,2015-10-28,Kg,30,40,35
53670,Onion Dry (Indian),2015-10-28,Kg,60,65,62.5
53735,Tomato Big(Nepali),2015-10-29,Kg,25,30,27.5
53737,Potato Red,2015-10-29,Kg,30,40,35
53739,Onion Dry (Indian),2015-10-29,Kg,60,65,62.5
53804,Tomato Big(Nepali),2015-10-30,Kg,30,40,35
53806,Potato Red,2015-10-30,Kg,30,42,36
53808,Onion Dry (Indian),2015-10-30,Kg,60,65,62.5
53871,Tomato Big(Nepali),2015-10-31,Kg,35,42,38.5
53873,Potato Red,2015-10-31,Kg,38,42,40
53875,Onion Dry (Indian),2015-10-31,Kg,60,65,62.5
53940,Tomato Big(Nepali),2015-11-01,Kg,40,50,45
53942,Potato Red,2015-11-01,Kg,30,42,36
53944,Onion Dry (Indian),2015-11-01,Kg,60,70,65
54006,Tomato Big(Nepali),2015-11-02,Kg,50,60,55
54008,Potato Red,2015-11-02,Kg,30,42,36
54010,Onion Dry (Indian),2015-11-02,Kg,60,65,62.5
54075,Tomato Big(Nepali),2015-11-03,Kg,50,60,55
54077,Potato Red,2015-11-03,Kg,30,42,36
54079,Onion Dry (Indian),2015-11-03,Kg,60,65,62.5
54142,Tomato Big(Nepali),2015-11-04,Kg,50,60,55
54144,Potato Red,2015-11-04,Kg,30,40,35
54146,Onion Dry (Indian),2015-11-04,Kg,60,65,62.5
54210,Tomato Big(Nepali),2015-11-05,Kg,50,60,55
